ID,gender,Management,USAcitizen,Married,MonthsInUnion,ContinuingEd,StateOfResidence,Connectivity,FeatureA,FeatureB,FeatureC,FeatureD,FeatureE,FeatureF,DuesFrequency,PaperlessBilling,PaymentMethod,MonthlyDues,TotalDues,LeftUnion
Justin174-19796,Male,0,Yes,Yes,71,Yes,IL,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,No
Justin175-14784,Female,0,Yes,Yes,2,Yes,MO,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.55,145.4,Yes
Justin176-18943,Female,0,No,No,36,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Mailed check,19.55,620.75,No
Justin177-15039,Female,0,Yes,Yes,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,Yes,Credit card (automatic),20.15,20.15,Yes
Justin178-17217,Male,1,No,No,7,No,MO,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.4,265.8,No
Justin179-18725,Male,1,Yes,No,49,Yes,IL,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.2,4159.45,No
Justin180-16755,Female,0,No,No,19,No,MO,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.7,710.05,No
Justin181-18942,Female,0,No,No,5,Yes,MO,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80,412.5,Yes
Justin182-18739,Female,1,No,No,46,Yes,MO,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),95.25,4424.2,Yes
Justin183-14712,Male,0,Yes,No,8,Yes,MO,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,609.9,Yes
Justin184-18391,Male,1,Yes,No,13,Yes,MO,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.05,1169.35,Yes
Justin185-15503,Female,0,No,No,1,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,Yes
Justin186-15905,Female,0,No,No,29,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76,2215.25,No
Justin187-18929,Male,1,No,No,20,Yes,MO,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54,1055.9,No
Justin188-16852,Female,0,Yes,Yes,5,Yes,MO,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,Yes
Justin189-13029,Male,0,No,No,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,20.5,20.5,Yes
Justin190-14849,Female,0,No,No,62,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,Yes,Credit card (automatic),19.2,1123.65,No
Justin191-17780,Female,0,Yes,Yes,71,Yes,MO,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82,5999.85,No
Justin192-17493,Female,0,Yes,Yes,34,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,Yes,Bank transfer (automatic),20.1,682.1,No
Justin193-17770,Female,1,Yes,No,70,Yes,IL,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.45,7349.35,No
Justin194-13882,Female,0,No,No,48,Yes,IL,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),73.85,3581.4,No
Justin195-14151,Female,0,No,No,62,Yes,IL,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94,5757.2,No
Justin196-18222,Male,1,Yes,No,72,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,Yes,Bank transfer (automatic),25,1802.55,No
Justin197-16313,Male,0,Yes,No,50,No,MO,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),44.45,2188.45,No
Justin198-14315,Female,0,No,No,39,No,MO,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,2011.4,Yes
Justin199-15958,Male,0,Yes,Yes,59,No,MO,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,34.8,1980.3,No
Justin200-19214,Male,0,No,Yes,63,No,MO,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.6,2588.95,No
Justin201-15536,Female,0,No,No,16,Yes,IL,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.45,1422.1,Yes
Justin202-15736,Male,1,No,No,2,Yes,MO,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,94.55,Yes
Justin203-18330,Female,0,No,No,45,Yes,IL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.65,5125.5,No
Justin204-18895,Male,0,Yes,Yes,54,Yes,IL,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.2,5637.85,No
Justin205-15342,Female,0,Yes,Yes,22,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.8,1615.1,No
Justin206-18017,Female,0,Yes,No,58,Yes,IL,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,Yes
Justin207-18636,Male,0,No,No,4,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,237.95,Yes
Justin208-15784,Male,0,No,No,4,Yes,IL,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,Yes
Justin209-15516,Female,0,No,No,7,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,541.15,Yes
Justin210-15231,Male,0,Yes,Yes,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Credit card (automatic),19.85,19.85,No
Justin211-18037,Female,0,No,No,42,Yes,IL,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),60.15,2421.6,No
Justin212-14701,Female,0,Yes,Yes,54,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,Yes,Bank transfer (automatic),20.35,1092.35,No
Justin213-18652,Female,0,Yes,Yes,14,Yes,IL,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1258.6,Yes
Justin214-18404,Female,0,No,Yes,62,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Bank transfer (automatic),26,1638.7,No
Justin215-18018,Male,0,No,No,10,Yes,IL,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.25,1021.55,No
Justin216-19506,Female,0,Yes,No,2,Yes,MO,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,139.4,Yes
Justin217-16239,Male,0,No,No,7,Yes,IL,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.35,631.85,Yes
Justin218-15887,Female,0,No,No,22,Yes,MO,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),65.25,1441.8,No
Justin219-12967,Male,1,Yes,No,870,Yes,IL,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),60,52200,No
Justin220-18984,Male,0,Yes,Yes,18,Yes,MO,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.45,990.85,Yes
Justin221-16983,Male,0,Yes,Yes,59,Yes,MO,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,86.75,5186,No
Justin222-14372,Female,0,No,No,11,Yes,MO,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.05,733.95,No
Justin223-18736,Female,0,Yes,No,12,Yes,MO,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.25,612.1,No
Justin224-19987,Male,0,No,No,16,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Credit card (automatic),18.95,326.8,No
Justin225-17388,Female,0,No,Yes,39,No,MO,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),30.1,1131.3,Yes
Justin226-15627,Male,0,Yes,Yes,13,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Bank transfer (automatic),24.5,343.6,No
Justin227-15828,Male,0,Yes,No,72,Yes,IL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.15,8349.45,No
Justin228-19585,Male,0,No,No,51,Yes,IL,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.35,4473,No
Justin229-16664,Female,0,No,No,41,Yes,IL,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3,4443.45,Yes
Justin230-13062,Male,0,Yes,Yes,5,Yes,IL,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.15,385,Yes
Justin231-15913,Female,0,No,No,30,No,MO,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),40.35,1187.05,No
Justin232-19410,Male,0,Yes,No,72,Yes,IL,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,99.15,7422.1,No
Justin233-15199,Female,0,Yes,Yes,10,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,Yes,Bank transfer (automatic),19.8,196.75,No
Justin234-14679,Female,1,Yes,No,72,Yes,IL,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,109.75,8075.35,No
Justin235-17642,Male,0,No,No,46,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.2,2065.15,No
Justin236-13730,Female,0,No,No,22,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Bank transfer (automatic),20.85,450.65,No
Justin237-17974,Male,0,No,No,12,Yes,MO,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,95.7,1184,No
Justin238-19406,Male,0,Yes,Yes,63,Yes,IL,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),83.5,5435,No
Justin239-18543,Female,0,Yes,No,36,Yes,IL,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),106.05,3834.4,No
Justin240-13020,Female,0,Yes,Yes,70,Yes,IL,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,80.7,5617.95,No
Justin241-19371,Female,1,Yes,No,66,Yes,IL,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),104.6,6819.45,No
Justin242-15667,Male,0,No,No,71,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Bank transfer (automatic),25.55,1898.1,No
Justin243-19666,Male,0,No,No,46,Yes,IL,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),94.9,4422.95,No
Justin244-17197,Female,0,Yes,Yes,62,Yes,IL,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.05,6703.5,No
Justin245-17453,Female,0,Yes,Yes,62,Yes,MO,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),70.75,4263.45,No
Justin246-15825,Female,0,No,No,12,Yes,IL,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,1066.9,No
Justin247-13220,Female,0,No,Yes,72,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,Yes,Mailed check,19.75,1567,No
Justin248-14737,Male,1,Yes,No,54,Yes,IL,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.45,6077.75,No
Justin249-18900,Male,0,Yes,Yes,67,Yes,IL,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.55,6038.55,No
Justin250-17467,Female,0,Yes,No,71,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,Yes,Credit card (automatic),24.45,1681.6,No
Justin251-18787,Female,0,Yes,Yes,11,Yes,IL,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.35,740.8,Yes
Justin252-17203,Female,1,No,No,9,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,622.9,Yes
Justin253-13511,Female,0,Yes,No,61,Yes,IL,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),94.35,5703,No
Justin254-18860,Male,0,Yes,Yes,11,Yes,IL,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35,No
Justin255-15178,Female,0,Yes,No,58,Yes,IL,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.3,4916.4,No
Justin256-14083,Male,0,No,No,69,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,Yes,Mailed check,19.1,1268.85,No
Justin257-17439,Male,0,Yes,No,72,Yes,IL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.55,8425.3,No
Justin258-16817,Female,0,Yes,No,64,Yes,IL,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.3,5129.3,No
Justin259-18778,Male,0,No,No,17,Yes,IL,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.75,1111.2,No
Justin260-18298,Male,0,No,No,47,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Bank transfer (automatic),20.45,943,No
Justin261-14463,Female,0,Yes,Yes,55,Yes,IL,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.1,4657.95,No
Justin262-15983,Female,0,No,No,36,Yes,IL,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,54.45,1893.5,No
Justin263-13819,Female,1,No,No,11,Yes,IL,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.15,997.65,Yes
Justin264-19305,Female,0,No,No,3,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.1,270.7,Yes
Justin265-15615,Male,0,Yes,No,63,Yes,IL,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),80,5040.2,No
Justin266-19686,Female,0,No,No,43,Yes,IL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.05,4895.1,No
Justin267-13163,Male,0,Yes,No,67,Yes,IL,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.4,5798.3,No
Justin268-19599,Female,0,Yes,Yes,23,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Mailed check,20.05,415.1,No
Justin269-13885,Male,0,No,No,21,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,1570.7,No
Justin270-18676,Female,0,Yes,No,10,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,Yes,Bank transfer (automatic),19.95,187.75,No
Justin271-19050,Male,1,No,No,35,Yes,IL,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3395.8,Yes
Justin272-19618,Female,0,Yes,No,41,Yes,MO,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.2,3339.05,No
Justin273-15028,Male,0,No,No,7,No,MO,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),24.35,150.85,No
Justin274-16891,Female,0,Yes,No,72,Yes,IL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,8182.75,No
Justin275-17718,Female,1,No,No,8,Yes,IL,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.15,908.55,No
Justin276-13926,Female,0,Yes,Yes,13,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,18.8,251.25,No
Justin277-17423,Female,0,No,No,35,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Bank transfer (automatic),19.25,617.65,No
Justin278-17010,Male,0,Yes,No,72,Yes,IL,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.65,7880.25,No
Justin279-14692,Male,0,Yes,Yes,19,Yes,IL,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.65,1465.75,Yes
Justin280-15257,Female,1,Yes,No,15,Yes,MO,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,1285.05,No
Justin281-17305,Male,0,No,No,72,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Bank transfer (automatic),19.3,1414.8,No
Justin282-14724,Female,1,Yes,No,66,Yes,IL,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.1,7181.95,No
Justin283-17670,Female,1,Yes,No,35,Yes,IL,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.05,3452.55,No
Justin284-18407,Male,0,No,No,17,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Credit card (automatic),21.1,385.55,No
Justin285-15900,Male,0,No,No,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,Yes,Mailed check,20.2,20.2,Yes
Justin286-15995,Female,0,No,No,38,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,20.3,743.05,No
Justin287-13929,Male,0,Yes,Yes,59,Yes,MO,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),76.75,4541.9,No
Justin288-13663,Female,0,No,No,14,Yes,MO,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.65,921.4,No
Justin289-13296,Male,0,Yes,Yes,18,Yes,MO,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.6,1601.5,No
Justin290-16574,Male,0,No,No,10,Yes,MO,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,863.1,Yes
Justin291-18144,Male,1,No,No,1,No,MO,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,43.3,43.3,Yes
Justin292-16409,Male,0,Yes,Yes,31,Yes,IL,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.7,1825.5,No
Justin293-13128,Male,0,No,No,49,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,3720.35,No
Justin294-16668,Male,1,No,No,51,Yes,IL,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.8,4913.3,Yes
Justin295-14655,Female,0,Yes,No,52,No,MO,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),66.25,3330.1,No
Justin296-14186,Male,0,Yes,Yes,1,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71,71,Yes
Justin297-19808,Male,0,Yes,Yes,43,Yes,IL,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,No
Justin298-15233,Male,0,No,No,37,No,MO,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),35.8,1316.9,No
Justin299-15268,Male,1,No,No,31,Yes,IL,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.6,2877.95,No
Justin300-14678,Male,0,No,Yes,37,Yes,MO,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),61.45,2302.35,No
Justin301-16594,Female,0,No,Yes,35,Yes,MO,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),55.6,2016.45,No
Justin302-14341,Male,0,Yes,No,18,Yes,IL,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,1691.9,No
Justin303-19803,Female,0,Yes,No,20,Yes,MO,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,No
Justin304-14748,Male,0,No,No,12,Yes,IL,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.55,1173.55,No
Justin305-15604,Male,0,No,No,19,Yes,IL,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.55,1144.6,No
Justin306-17903,Male,0,No,No,1,Yes,MO,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,79.95,Yes
Justin307-17238,Male,0,No,No,26,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,Yes,Credit card (automatic),20.65,595.5,No
Justin308-14871,Male,0,No,No,67,Yes,IL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15,Yes
Justin309-19136,Male,1,Yes,No,20,Yes,MO,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,1463.5,Yes
Justin310-17032,Female,1,No,No,14,No,MO,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.35,672.7,No
Justin311-19708,Male,1,No,No,24,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,1712.7,Yes
Justin312-14280,Male,0,No,No,6,Yes,MO,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.5,463.05,Yes
Justin313-19697,Female,1,No,No,4,Yes,IL,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,396.1,Yes
Justin314-17233,Male,0,No,No,13,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,931.75,No
Justin315-18699,Female,0,Yes,No,11,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.05,483.7,Yes
Justin316-16772,Male,0,No,No,7,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,20.75,141.1,No
Justin317-19077,Male,0,No,No,12,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,20.45,255.35,No
Justin318-17781,Female,0,Yes,Yes,66,Yes,IL,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,5958.85,No
Justin319-19248,Female,0,No,No,27,Yes,MO,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.7,1652.95,No
Justin320-13796,Male,0,Yes,Yes,21,Yes,IL,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,77.5,1625,Yes
Justin321-17846,Female,0,No,No,1,Yes,IL,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,50.1,No
Justin322-14657,Female,1,No,No,1,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,74.45,Yes
Justin323-18014,Female,0,Yes,Yes,14,Yes,IL,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.9,1259,Yes
Justin324-16510,Male,0,No,No,9,Yes,IL,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,59.9,542.4,No
Justin325-18506,Male,1,No,No,19,Yes,IL,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.2,1775.8,Yes
Justin326-13502,Male,1,Yes,No,40,Yes,IL,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.85,4086.3,Yes
Justin327-12960,Male,0,Yes,Yes,622,Yes,IL,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,84.8,52745.6,No
Justin328-15725,Female,0,No,No,31,Yes,IL,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.85,2404.15,Yes
Justin329-14325,Male,0,No,No,4,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Mailed check,19.7,117.8,No
Justin330-15907,Female,0,No,No,20,Yes,IL,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),68.9,1370.35,No
Justin331-17705,Male,0,Yes,No,72,Yes,IL,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,No
Justin332-17612,Female,0,Yes,Yes,43,Yes,MO,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.2,2169.4,No
Justin333-18178,Female,0,Yes,No,6,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,323.45,No
Justin334-16054,Female,0,Yes,Yes,9,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Mailed check,20.25,172.35,No
Justin335-15389,Male,0,Yes,Yes,25,Yes,IL,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,55.1,1466.1,No
Justin336-14435,Female,0,No,No,4,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,20.15,84.5,No
Justin337-14336,Female,0,No,No,1,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,Yes
Justin338-16951,Female,0,Yes,No,32,Yes,MO,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,Yes
Justin339-14843,Female,0,No,No,30,Yes,MO,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.4,2638.1,No
Justin340-14887,Male,1,No,No,47,Yes,MO,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,4042.3,Yes
Justin341-15445,Male,0,Yes,No,72,Yes,IL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8424.9,No
Justin342-18087,Female,0,Yes,Yes,72,Yes,IL,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),106.1,7657.4,No
Justin343-14225,Female,0,No,No,35,Yes,MO,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.55,1982.6,No
Justin344-15811,Female,0,Yes,Yes,36,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Bank transfer (automatic),20.25,717.95,No
Justin345-13492,Female,0,No,No,13,Yes,IL,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1115.2,Yes
Justin346-18818,Male,0,No,No,39,Yes,MO,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),49.8,1971.15,No
